Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Upsell Discount (product.metafields.app--34646425601--orderediting.editing_sales_channel_discount_percentage),The order of the upsell products. (product.metafields.app--34646425601--orderediting.product_sorting_index),Activity (product.metafields.custom.activity),Bundle Products (product.metafields.custom.bundle_products),Category Metafield Colour (product.metafields.custom.category_metafield_colour),Hot spots  (product.metafields.custom.hot_spots),Outlet (product.metafields.custom.outlet),Parent product for bundle (product.metafields.custom.parent_product_for_bundle),Products Size Chart (product.metafields.custom.products_size_chart),Product Swatch Image (product.metafields.custom.product_swatch_image),Sibling (product.metafields.custom.sibling),Variation products (product.metafields.custom.variation_products),Variation value (Colour) (product.metafields.custom.variation_value),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Material (product.metafields.shopify.material),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Included / Australia,Price / Australia,Compare At Price / Australia,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / MIddle East,Price / MIddle East,Compare At Price / MIddle East,Included / Switzerland,Price / Switzerland,Compare At Price / Switzerland,Included / United States,Price / United States,Compare At Price / United States,Status
rapid-dash-2-0-tracksuit-mocha-pebblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267461_34d6f11a-2c1a-46a1-aafe-6ebf09f8064a.jpg?v=1772203269,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-2-0-tracksuit-mocha-pebblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267462_219fb8c4-3b09-4ed0-aca1-e8924769f0f2.jpg?v=1772203269,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-2-0-tracksuit-storm-blue-voltage-blue,Rapid Dash 2.0 Tracksuit - Storm Blue/Voltage Blue,"<p>The iconic Rapid Dash, updated. <span>Created with four-way stretch, this set ensures unparalleled flexibility and freedom of movement.</span> S<span>tay organised on the go with functional zip pockets, while the reflective Trailberg branding ensures both safety and visibility. Engineered to perform to the level of your run. </span><strong></strong></p>
<p>This set comprises of the Rapid Dash 2.0 Hood and Pant. </p>",Trailberg,Apparel & Accessories > Clothing > Outfit Sets,TRACKSUITS,"2026Q1, BESTSELLER, bikers, Biking and Running, BUNDLE, BUNDLES, Hikers, NEW IN, New In Test, Nosto New In Test, RESHOOT, Runners, RUNNING, SET, SETS, test bundles, Winter Sports",true,Size,XS,,,,,,,,RAPID-DASH-TRK-STORM-XS,800.0,shopify,deny,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267400_da551e17-bb07-4f36-a4f9-bfb300186aba.jpg?v=1771252525,1,"",false,,,,,,rapid-dash-hood-blue; rapid-dash-2-0-woven-pant-storm-blue,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/DEEP_OCEAN.png?v=1753959141,rd2-trk-aeab; rd2-trk-bvg; rd2-trk-docw; rd2-trk-sgch,,,,,,,,,navy,,,,,,rapid-dash-hood-blue; rapid-dash-seamless-tee-blue; rapid-dash-2-0-woven-pant-storm-blue,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
rapid-dash-2-0-tracksuit-storm-blue-voltage-blue,,,,,,,,,S,,,,,,,,RAPID-DASH-TRK-STORM-S,800.0,shopify,deny,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267389_8abd8bec-044d-40f4-9aed-423b7b92d224.jpg?v=1771252531,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-2-0-tracksuit-storm-blue-voltage-blue,,,,,,,,,M,,,,,,,,RAPID-DASH-TRK-STORM-M,800.0,shopify,deny,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267387_d2a783d3-79f4-46c1-8fbe-63b2c711b0ca.jpg?v=1771252531,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-2-0-tracksuit-storm-blue-voltage-blue,,,,,,,,,L,,,,,,,,RAPID-DASH-TRK-STORM-L,800.0,shopify,deny,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267400.jpg?v=1771252525,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-2-0-tracksuit-storm-blue-voltage-blue,,,,,,,,,XL,,,,,,,,RAPID-DASH-TRK-STORM-XL,800.0,shopify,deny,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267391_8131e202-464d-4b94-9429-ed7ff810ff71.jpg?v=1771252525,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-2-0-tracksuit-storm-blue-voltage-blue,,,,,,,,,XXL,,,,,,,,RAPID-DASH-TRK-STORM-XXL,800.0,shopify,deny,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267390_f1d63d79-68ad-4369-898d-4e7cb8048713.jpg?v=1771252525,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-2-0-tracksuit-storm-blue-voltage-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267392_354871ff-d52f-4164-974e-97878bad1303.jpg?v=1771252525,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-2-0-tracksuit-storm-blue-voltage-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267394_35935448-1dd8-4c48-a26c-4f39e70f2f72.jpg?v=1771252525,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-2-0-tracksuit-storm-blue-voltage-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267393_adfb3656-37ec-4884-afeb-95200c54d83f.jpg?v=1771252525,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-2-0-tracksuit-storm-blue-voltage-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267395_cbee3297-a309-4658-9f72-3940b7774b20.jpg?v=1771252525,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-2-0-tracksuit-storm-blue-voltage-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267397_acba2276-32fd-44c7-b448-b663a8c15fd0.jpg?v=1771252525,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rapid-dash-2-0-tracksuit-storm-blue-voltage-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267396_e78c2488-2888-4553-b3d8-aaa10f509d3f.jpg?v=1771252525,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odyssey-2-0-tracksuit-graphite-grey,Odyssey 2.0 Outdoor Tracksuit - Graphite Grey,"<p data-start=""326"" data-end=""697"">Designed for adaptability across changing environments, the Trailberg Odyssey Tracksuit pairs a lightweight technical hood with streamlined performance pants for complete multi-terrain functionality. Built with 4-way stretch grid fabric throughout, the set delivers unrestricted movement, breathable comfort and practical storage for active days on and off the trail.</p>
<p data-start=""699"" data-end=""1120"">Engineered for hiking, training and active travel, the Odyssey Hood provides weather resistance with a DWR finish and enhanced airflow through power mesh ventilation, while the Odyssey 2.0 Pant offers a streamlined fit with adjustable hems for all-day comfort across varied terrain. Secure zipped pockets and reflective detailing across both pieces ensure performance, practicality and visibility in low-light conditions.</p>
<p data-start=""1122"" data-end=""1139""><strong>Key Features</strong></p>
<ul>
<li data-start=""1142"" data-end=""1213"">Lightweight technical hood and pant set for multi-terrain outdoor use</li>
<li data-start=""1216"" data-end=""1285"">4-way stretch grid fabric for flexibility and unrestricted movement</li>
<li data-start=""1288"" data-end=""1351"">Power mesh ventilation on the hood for enhanced breathability</li>
<li data-start=""1354"" data-end=""1421"">Durable water-repellent (DWR) finish for light weather protection</li>
<li data-start=""1424"" data-end=""1492"">Four zipped pockets on the pant and secure zip pockets on the hood</li>
<li data-start=""1495"" data-end=""1564"">Adjustable pant hems with bungee system for comfort and versatility</li>
<li data-start=""1567"" data-end=""1635"">Elasticated waistband with branded drawcord for a personalised fit</li>
<li data-start=""1638"" data-end=""1696"">Flat elastic hood and cuffs for a streamlined silhouette</li>
<li data-start=""1699"" data-end=""1764"">Reflective branding across both pieces for increased visibility</li>
</ul>
<p data-start=""1766"" data-end=""1851""><strong data-start=""1766"" data-end=""1780"">Ideal for:</strong> hiking, outdoor training, active travel and everyday performance wear.</p>",Trailberg,Apparel & Accessories > Clothing > Outfit Sets,TRACKSUITS,"2026Q1, bikers, Biking and Running, BUNDLE, BUNDLES, Hikers, Hiking, NEW IN, New In Test, Nosto New In Test, ODYSSEY, Runners, SET, SETS, test bundles, Winter Sports",true,Size,XS,,,,,,,,ODY-2-TRK-GREY-XS,800.0,shopify,deny,manual,160.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267683_d6a76b85-2cb6-4f34-acc8-6cd2786983e1.jpg?v=1769791895,1,"",false,,,,,,odyssey-2-hood-grey; odyssey-2-pant-graphite-grey,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/volcano_grey.png?v=1761130864,ody2-trk-bvg; odyssey-2-0-tracksuit-graphite-grey; ody2-trk-vgus,,,,,,,,,grey-1,,,,,,odyssey-2-hood-grey; odyssey-2-pant-graphite-grey,,ahead,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
odyssey-2-0-tracksuit-graphite-grey,,,,,,,,,S,,,,,,,,ODY-2-TRK-GREY-S,800.0,shopify,deny,manual,160.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267685_3638fb7d-d359-49e4-817f-3097ffb1f8cd.jpg?v=1769791895,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
odyssey-2-0-tracksuit-graphite-grey,,,,,,,,,M,,,,,,,,ODY-2-TRK-GREY-M,800.0,shopify,deny,manual,160.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267686_07988999-d5c0-4ff5-8b3a-0b1afbf9e509.jpg?v=1772101442,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
odyssey-2-0-tracksuit-graphite-grey,,,,,,,,,L,,,,,,,,ODY-2-TRK-GREY-L,800.0,shopify,deny,manual,160.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267687_66ffcf7d-15a6-481b-bccc-33c243788c77.jpg?v=1772101442,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
odyssey-2-0-tracksuit-graphite-grey,,,,,,,,,XL,,,,,,,,ODY-2-TRK-GREY-XL,800.0,shopify,deny,manual,160.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267688_324daf71-b0f6-4e50-81f3-596667913a85.jpg?v=1772101442,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
odyssey-2-0-tracksuit-graphite-grey,,,,,,,,,XXL,,,,,,,,ODY-2-TRK-GREY-XXL,800.0,shopify,deny,manual,160.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267689_1f8387e0-0062-4d01-a205-5fd43920b9b9.jpg?v=1772101442,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
odyssey-2-0-tracksuit-graphite-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267690_c054fa65-7367-4937-858b-808cdc233f04.jpg?v=1772101442,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odyssey-2-0-tracksuit-graphite-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267692_0cf887f0-66f6-4d8b-a3da-9ead012eddd5.jpg?v=1769791895,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odyssey-2-0-tracksuit-graphite-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267693_21812c71-de67-4ea4-b71a-b2d0b81d3e5d.jpg?v=1769791895,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odyssey-2-0-tracksuit-graphite-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267694_37ddfe78-bdea-4eb1-b7ac-582460883473.jpg?v=1769791895,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odyssey-2-0-tracksuit-graphite-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267696_746ac564-5bbf-401e-8151-364edacec0e3.jpg?v=1769791896,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apex-seamless-essentials-2-0-twinset-frosted-denim,Apex Seamless Essentials 2.0 Twinset - Frosted Denim,"<p>For peak performance, the Apex Essentials Seamless Tee Twinset keeps you cool and dry on the trails. Minimises chafing and promotes airflow, allowing you to focus on your goals without distraction. <strong></strong></p>
<p><strong>Tee Key Features: </strong></p>
<ul>
<li>Jacquard knit seamless fabric </li>
<li>Reflective branding for increased visibility</li>
<li>Trailberg branding on the reverse.</li>
</ul>
<p><strong>Shorts Key Features:</strong><br></p>
<ul>
<li aria-level=""1""><span>Flat elasticated waistband with drawcord</span></li>
<li aria-level=""1""><span>Reflective logo </span></li>
<li aria-level=""1""><span>Functional side pockets</span></li>
<li aria-level=""1""><span>Inner mesh knicker</span></li>
<li aria-level=""1""><span>Trailberg branded drawcord</span></li>
</ul>",Trailberg,Apparel & Accessories > Clothing > Outfit Sets,TWINSETS,"2026Q1, badge_EXCLUSIVE, BUNDLE, BUNDLES, Connell, New In Test, Nosto New In Test, Peak, Runners, RUNNING, RUNNING AND TRAINING, SET, SETS, test bundles",true,Size,XS,,,,,,,,APEX-ESS-DENIM-XS,400.0,shopify,deny,manual,72.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267617_2ec9b4c8-bdaa-46ca-8e4f-56d710e5e63a.jpg?v=1771252432,1,"",false,,,,,,apex-seamless-tee-blue; essentials-2-short-frosted-denim,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/FROSTED_DENIM.png?v=1772037108,apex-essentials-khaki; apex-seamless-essentials-2-0-twinset-washed-indigo-eclipse-blue; apex-seamless-essentials-2-0-twinset-frosted-denim; apex-seamless-essentials-2-0-twinset-lunar-grey; apex-seamless-essentials-2-0-twinset-storm-blue-iceberg-blue; apex-ess-tw-tau,,,,,,,,,,,,,,,apex-seamless-tee-blue; essentials-2-short-frosted-denim,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
apex-seamless-essentials-2-0-twinset-frosted-denim,,,,,,,,,S,,,,,,,,APEX-ESS-DENIM-S,400.0,shopify,deny,manual,72.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267611_6691ee08-eaba-41fa-a77d-c8cb9ee82261.jpg?v=1771252432,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
apex-seamless-essentials-2-0-twinset-frosted-denim,,,,,,,,,M,,,,,,,,APEX-ESS-DENIM-M,400.0,shopify,deny,manual,72.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267615_e7cf81d3-3079-4720-8860-1b003aaac530.jpg?v=1771252432,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
apex-seamless-essentials-2-0-twinset-frosted-denim,,,,,,,,,L,,,,,,,,APEX-ESS-DENIM-L,400.0,shopify,deny,manual,72.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267616_e9202314-57fd-4321-b61c-2f160d492910.jpg?v=1771252432,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
apex-seamless-essentials-2-0-twinset-frosted-denim,,,,,,,,,XL,,,,,,,,APEX-ESS-DENIM-XL,400.0,shopify,deny,manual,72.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267618_8face0a4-33fd-48df-b75a-069192d47b56.jpg?v=1769791973,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
apex-seamless-essentials-2-0-twinset-frosted-denim,,,,,,,,,XXL,,,,,,,,APEX-ESS-DENIM-XXL,400.0,shopify,deny,manual,72.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267604_03c5b301-909f-4a29-9ec3-48c5ff110100.jpg?v=1769791994,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
apex-seamless-essentials-2-0-twinset-frosted-denim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267607_6670ed3e-45e6-44cc-9920-9311ebfe19e5.jpg?v=1769792032,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apex-seamless-essentials-2-0-twinset-frosted-denim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267605_a11479cd-b472-453d-9c79-cba6913847db.jpg?v=1769792032,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apex-seamless-essentials-2-0-twinset-frosted-denim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267606_e0f6f516-d503-4a3c-9052-a16bf05c7021.jpg?v=1769792032,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apex-seamless-essentials-2-0-twinset-lunar-grey,Apex Seamless Essentials 2.0 Twinset - Lunar Grey,"<p>For peak performance, the Apex Essentials Seamless Tee Twinset keeps you cool and dry on the trails. Minimises chafing and promotes airflow, allowing you to focus on your goals without distraction. <strong></strong></p>
<p><strong>Tee Key Features: </strong></p>
<ul>
<li>Jacquard knit seamless fabric </li>
<li>Reflective branding for increased visibility</li>
<li>Trailberg branding on the reverse.</li>
</ul>
<p><strong>Shorts Key Features:</strong><br></p>
<ul>
<li aria-level=""1""><span>Flat elasticated waistband with drawcord</span></li>
<li aria-level=""1""><span>Reflective logo </span></li>
<li aria-level=""1""><span>Functional side pockets</span></li>
<li aria-level=""1""><span>Inner mesh knicker</span></li>
<li aria-level=""1""><span>Trailberg branded drawcord</span></li>
</ul>",Trailberg,Apparel & Accessories > Clothing > Outfit Sets,TWINSETS,"2026Q1, badge_EXCLUSIVE, BESTSELLER, BUNDLE, BUNDLES, Connell, NEW IN, New In Test, Nosto New In Test, Peak, Runners, RUNNING, RUNNING AND TRAINING, SET, SETS, test bundles",true,Size,XS,,,,,,,,APEX-ESS-LUNAR-GREY-XS,400.0,shopify,deny,manual,72.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267298_18f8bb23-be70-4581-96d2-918edb783093.jpg?v=1771252409,1,"",false,,,,,,apex-seamless-tee-grey; essentials-2-short-graphite-grey,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/STORM_GREY.png?v=1753958946,apex-essentials-khaki; apex-seamless-essentials-2-0-twinset-washed-indigo-eclipse-blue; apex-seamless-essentials-2-0-twinset-frosted-denim; apex-seamless-essentials-2-0-twinset-lunar-grey; apex-seamless-essentials-2-0-twinset-storm-blue-iceberg-blue; apex-ess-tw-tau,,,,,,,,,,,,,,,apex-seamless-tee-grey; essentials-2-short-graphite-grey,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
apex-seamless-essentials-2-0-twinset-lunar-grey,,,,,,,,,S,,,,,,,,APEX-ESS-LUNAR-GREY-S,400.0,shopify,deny,manual,72.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267297_50aafe3b-1d20-4794-a45a-a45d76654a2c.jpg?v=1771252422,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
apex-seamless-essentials-2-0-twinset-lunar-grey,,,,,,,,,M,,,,,,,,APEX-ESS-LUNAR-GREY-M,400.0,shopify,deny,manual,72.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267290_7f1fefee-44bf-4c37-9aa0-5361b4b4a1e2.jpg?v=1771252422,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
apex-seamless-essentials-2-0-twinset-lunar-grey,,,,,,,,,L,,,,,,,,APEX-ESS-LUNAR-GREY-L,400.0,shopify,deny,manual,72.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267295_5b9f3d4e-4fd2-438b-a1d3-91217bd240f8.jpg?v=1771252422,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
apex-seamless-essentials-2-0-twinset-lunar-grey,,,,,,,,,XL,,,,,,,,APEX-ESS-LUNAR-GREY-XL,400.0,shopify,deny,manual,72.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267299_e99188bc-befe-4e75-893f-8fca24651b58.jpg?v=1769792124,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
apex-seamless-essentials-2-0-twinset-lunar-grey,,,,,,,,,XXL,,,,,,,,APEX-ESS-LUNAR-GREY-XXL,400.0,shopify,deny,manual,72.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267301_5209bce6-168e-481b-b05f-10946d872901.jpg?v=1769792125,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,,,,,,
apex-seamless-essentials-2-0-twinset-lunar-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267302_fae0bef3-e0c6-4c2e-b05b-f4815a6a2caf.jpg?v=1769792126,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apex-seamless-essentials-2-0-twinset-lunar-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267304_efc45a1f-94f6-4e86-84ef-80d52045e85a.jpg?v=1769792125,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apex-seamless-essentials-2-0-twinset-lunar-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267305_e82b3271-62c0-4d20-bbcd-98fe0970141a.jpg?v=1769792125,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apex-seamless-essentials-2-0-twinset-lunar-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/9217/5895/files/TRAILBERG_2001267306_270091d9-cdfa-4712-8b6d-38de327ab7ce.jpg?v=1769792125,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
